,Email,Age,Education,Marital-status,Gender,Income
9149,LarryAguiniga@gmail.com,31,HS-grad,Married-civ-spouse,Male,<=50k
9150,HarryWilliams@gmail.com,33,HS-grad,Married-civ-spouse,Male,<=50k
9151,GlennJett@gmail.com,40,Some-college,Married-civ-spouse,Male,<=50k
9152,ToniZamora@gmail.com,23,Masters,Never-married,Female,<=50k
9153,LuisLaxton@gmail.com,39,HS-grad,Separated,Male,<=50k
9154,ThomasSpitler@gmail.com,32,HS-grad,Married-civ-spouse,Male,>50k
9155,AlbertTodd@gmail.com,55,Some-college,Married-civ-spouse,Male,<=50k
9156,NancyRegalado@gmail.com,46,Some-college,Separated,Female,<=50k
9157,NicholasMadrid@gmail.com,29,Assoc-acdm,Never-married,Male,<=50k
9158,RuthGilliland@gmail.com,49,Masters,Never-married,Female,>50k
9159,AnthonyHoke@gmail.com,59,HS-grad,Married-civ-spouse,Male,<=50k
9160,CurtisMclaughlin@gmail.com,30,Assoc-voc,Married-civ-spouse,Male,<=50k
9161,RichardLantz@gmail.com,47,HS-grad,Widowed,Male,<=50k
9162,JosephineBrown@gmail.com,58,7th-8th,Divorced,Female,<=50k
9163,DavidLaporte@gmail.com,58,1st-4th,Married-civ-spouse,Male,<=50k
9164,GeraldAlexander@gmail.com,20,HS-grad,Divorced,Male,<=50k
9165,AgnesDavid@gmail.com,43,Some-college,Divorced,Female,<=50k
9166,BettyMcclendon@gmail.com,19,Some-college,Never-married,Female,<=50k
9167,PhillipLanius@gmail.com,40,Masters,Married-civ-spouse,Male,>50k
9168,HaroldCavanagh@gmail.com,23,Some-college,Never-married,Male,<=50k
9169,MarianneHayden@gmail.com,61,12th,Married-civ-spouse,Female,<=50k
9170,StephenTowe@gmail.com,54,Bachelors,Married-civ-spouse,Male,>50k
9171,DanielDixon@gmail.com,32,Masters,Married-civ-spouse,Male,>50k
9172,GaryBolton@gmail.com,25,HS-grad,Never-married,Male,<=50k
9173,JoelGoodwin@gmail.com,30,HS-grad,Married-civ-spouse,Male,<=50k
9174,RobertGough@gmail.com,19,HS-grad,Never-married,Male,<=50k
9176,BradleyParker@gmail.com,65,Assoc-voc,Married-civ-spouse,Male,<=50k
9177,KennethTedder@gmail.com,25,Bachelors,Never-married,Male,<=50k
9178,AnthonyDigregorio@gmail.com,21,HS-grad,Never-married,Male,<=50k
9180,JohnLee@gmail.com,23,HS-grad,Married-civ-spouse,Male,<=50k
9181,RhondaRoot@gmail.com,24,Some-college,Never-married,Female,<=50k
9182,AlvinLudgate@gmail.com,30,Bachelors,Married-civ-spouse,Male,<=50k
9183,GloriaBrown@gmail.com,31,Masters,Never-married,Female,<=50k
9184,JoseKleis@gmail.com,58,12th,Married-civ-spouse,Male,<=50k
9185,WilliamBush@gmail.com,33,Doctorate,Married-civ-spouse,Male,>50k
9186,JamesFulcher@gmail.com,32,Bachelors,Married-civ-spouse,Male,>50k
9187,TracyKeo@gmail.com,29,Bachelors,Married-civ-spouse,Female,>50k
9188,MelindaStewart@gmail.com,61,HS-grad,Divorced,Female,<=50k
9189,WalterBradley@gmail.com,43,Some-college,Married-civ-spouse,Male,>50k
9190,WalterRodriguez@gmail.com,38,Assoc-voc,Married-civ-spouse,Male,<=50k
9191,AlysonJones@gmail.com,17,11th,Never-married,Female,<=50k
9192,MaryAtkins@gmail.com,36,Some-college,Married-civ-spouse,Female,>50k
9193,CoryWait@gmail.com,45,Some-college,Married-civ-spouse,Male,>50k
9194,JosephSheppard@gmail.com,62,Masters,Married-civ-spouse,Male,<=50k
9195,KateSimoneavd@gmail.com,46,Assoc-voc,Divorced,Female,<=50k
9196,FredTully@gmail.com,42,Prof-school,Never-married,Male,<=50k
9197,DonaldLyons@gmail.com,31,Some-college,Divorced,Male,<=50k
9198,JohnBozwell@gmail.com,42,Assoc-acdm,Married-civ-spouse,Male,<=50k
9200,PatrickMelendez@gmail.com,51,HS-grad,Married-civ-spouse,Male,>50k
9201,PatrickPettie@gmail.com,45,Some-college,Married-civ-spouse,Male,<=50k
9202,CarolHarter@gmail.com,73,HS-grad,Divorced,Female,>50k
9203,FrancesPalmer@gmail.com,19,HS-grad,Divorced,Female,<=50k
9204,ScottMartin@gmail.com,29,Bachelors,Married-civ-spouse,Male,<=50k
9205,GladysWatkin@gmail.com,39,Prof-school,Divorced,Female,>50k
9206,ZachariahWillis@gmail.com,32,Assoc-acdm,Married-civ-spouse,Male,>50k
9207,WilliamBandy@gmail.com,46,Some-college,Divorced,Male,<=50k
9208,StephenStearns@gmail.com,42,Prof-school,Married-civ-spouse,Male,>50k
9209,ArthurBridges@gmail.com,24,HS-grad,Married-civ-spouse,Male,<=50k
9210,EltonWatts@gmail.com,41,Bachelors,Married-civ-spouse,Male,>50k
9212,BrentRobinson@gmail.com,28,Some-college,Married-civ-spouse,Male,<=50k
9213,AnthonyMcbride@gmail.com,57,HS-grad,Married-civ-spouse,Male,<=50k
9214,ChrisWilson@gmail.com,29,10th,Married-civ-spouse,Male,>50k
9215,LynneUpton@gmail.com,35,HS-grad,Never-married,Female,<=50k
9216,VenusDittrick@gmail.com,39,Bachelors,Married-civ-spouse,Female,>50k
9217,EdwardWoods@gmail.com,38,HS-grad,Married-civ-spouse,Male,<=50k
9218,CharlesHenderson@gmail.com,40,Bachelors,Married-civ-spouse,Male,<=50k
9219,MichelleRedner@gmail.com,49,HS-grad,Separated,Female,<=50k
9220,HopeSullivan@gmail.com,32,HS-grad,Never-married,Female,<=50k
9221,VanessaHaley@gmail.com,40,Some-college,Divorced,Female,<=50k
9222,DeneenMaxwell@gmail.com,29,Assoc-acdm,Divorced,Female,<=50k
9223,JodyLo@gmail.com,36,Some-college,Married-spouse-absent,Female,<=50k
9224,WalterWright@gmail.com,47,Some-college,Married-civ-spouse,Male,>50k
9225,MaryBazan@gmail.com,23,Some-college,Divorced,Female,<=50k
9226,SeanMunoz@gmail.com,41,Some-college,Widowed,Male,<=50k
9227,ChristineDulin@gmail.com,41,Masters,Never-married,Female,>50k
9228,JohnGargano@gmail.com,18,12th,Never-married,Male,<=50k
9229,MargretShreve@gmail.com,34,Assoc-acdm,Divorced,Female,<=50k
9230,MatthewBreaux@gmail.com,38,HS-grad,Married-civ-spouse,Male,<=50k
9231,CharlesJones@gmail.com,34,HS-grad,Married-civ-spouse,Male,>50k
9232,BrandonRoberson@gmail.com,62,HS-grad,Married-civ-spouse,Male,<=50k
9233,DarnellJones@gmail.com,66,HS-grad,Widowed,Female,<=50k
9234,JosephSantmyer@gmail.com,18,HS-grad,Never-married,Male,<=50k
9235,SeanFerrel@gmail.com,41,HS-grad,Married-civ-spouse,Male,<=50k
9236,TheodoreStidham@gmail.com,42,Some-college,Never-married,Male,<=50k
9237,LesterBaker@gmail.com,45,Assoc-acdm,Married-civ-spouse,Male,<=50k
9238,BettyScholtens@gmail.com,24,Bachelors,Never-married,Female,<=50k
9240,CoreyMitchell@gmail.com,39,HS-grad,Never-married,Male,<=50k
9241,ChristopherLewis@gmail.com,44,Bachelors,Married-civ-spouse,Male,>50k
9242,RandyScannell@gmail.com,29,Some-college,Divorced,Male,<=50k
9244,FranciscoMartin@gmail.com,21,HS-grad,Never-married,Male,<=50k
9245,RussellRoark@gmail.com,48,Bachelors,Married-civ-spouse,Male,>50k
9246,RickHight@gmail.com,36,Bachelors,Married-civ-spouse,Male,>50k
9247,MichealMaynard@gmail.com,23,Bachelors,Never-married,Male,<=50k
9248,LenardDecker@gmail.com,49,Bachelors,Married-civ-spouse,Male,>50k
9249,KarenKwon@gmail.com,29,Bachelors,Never-married,Female,<=50k
9250,RalphKessel@gmail.com,34,Some-college,Married-civ-spouse,Male,<=50k
9252,RobertParker@gmail.com,29,11th,Never-married,Male,<=50k
9254,MichaelPaige@gmail.com,29,11th,Divorced,Male,<=50k
9255,ColletteVarney@gmail.com,37,Assoc-acdm,Never-married,Female,<=50k
9256,MatthewMckenzie@gmail.com,42,Assoc-acdm,Married-civ-spouse,Male,>50k
9258,JoeMason@gmail.com,43,Bachelors,Married-civ-spouse,Male,>50k
9259,LuciusSkelly@gmail.com,63,HS-grad,Married-civ-spouse,Male,<=50k
9260,DouglasRodgers@gmail.com,64,Some-college,Married-civ-spouse,Male,<=50k
9261,GayleEdwards@gmail.com,38,Bachelors,Married-civ-spouse,Male,<=50k
9263,ChristopherShotkoski@gmail.com,29,HS-grad,Married-spouse-absent,Male,<=50k
9264,SheliaWalsh@gmail.com,30,Assoc-acdm,Married-spouse-absent,Female,<=50k
9265,EmersonFinch@gmail.com,66,HS-grad,Widowed,Male,<=50k
9266,PhillipSachs@gmail.com,25,Bachelors,Never-married,Male,<=50k
9267,TerryBrooks@gmail.com,39,HS-grad,Married-civ-spouse,Male,>50k
9268,MarinaOlsen@gmail.com,22,Bachelors,Never-married,Female,<=50k
9269,ShirleyWagner@gmail.com,31,Some-college,Never-married,Female,<=50k
9270,RonaldGuzman@gmail.com,29,7th-8th,Never-married,Male,<=50k
9271,RobertSchexnayder@gmail.com,52,Assoc-voc,Married-civ-spouse,Male,<=50k
9272,AngelaJohnson@gmail.com,51,Assoc-acdm,Never-married,Female,<=50k
9273,TerryMcrary@gmail.com,40,HS-grad,Married-civ-spouse,Male,<=50k
9275,NancyRush@gmail.com,64,Some-college,Widowed,Female,<=50k
9276,StaceyWank@gmail.com,31,HS-grad,Divorced,Female,<=50k
9277,DaveHammons@gmail.com,74,7th-8th,Married-civ-spouse,Male,<=50k
9278,RosaBorcherding@gmail.com,43,Some-college,Never-married,Female,<=50k
9279,ErnestJauch@gmail.com,80,Masters,Married-civ-spouse,Male,>50k
9280,IsraelWeatherford@gmail.com,28,Bachelors,Never-married,Male,>50k
9281,JenniferBetts@gmail.com,77,7th-8th,Widowed,Female,<=50k
9282,AmyColon@gmail.com,68,HS-grad,Divorced,Female,<=50k
9283,JaimeCronin@gmail.com,51,HS-grad,Divorced,Female,<=50k
9284,SarahTaylor@gmail.com,21,HS-grad,Never-married,Female,<=50k
9285,PeterBaxter@gmail.com,43,12th,Married-civ-spouse,Male,<=50k
9286,CraigHudnell@gmail.com,42,HS-grad,Divorced,Male,<=50k
9287,IldaRance@gmail.com,48,Masters,Divorced,Female,<=50k
9288,TerrySevigny@gmail.com,30,11th,Separated,Male,<=50k
9290,DelbertEdmunds@gmail.com,32,HS-grad,Married-civ-spouse,Male,<=50k
9291,ErikMontez@gmail.com,56,HS-grad,Never-married,Male,<=50k
9292,LucasValen@gmail.com,50,Some-college,Married-civ-spouse,Male,<=50k
9293,WilliamEastwood@gmail.com,40,HS-grad,Never-married,Male,<=50k
9294,MargaritaMartin@gmail.com,23,11th,Never-married,Female,<=50k
9295,RhondaGarstka@gmail.com,54,Some-college,Separated,Female,<=50k
9297,SarahSchrum@gmail.com,34,Some-college,Married-civ-spouse,Female,>50k
9298,JulianCunningham@gmail.com,48,Doctorate,Married-civ-spouse,Male,>50k
9299,WendellMcdaniel@gmail.com,56,Some-college,Married-civ-spouse,Male,<=50k
9300,RobertSuggs@gmail.com,31,HS-grad,Married-civ-spouse,Male,<=50k
9301,DarleneThompson@gmail.com,42,Bachelors,Divorced,Female,<=50k
9302,DorothyMccall@gmail.com,36,HS-grad,Never-married,Female,<=50k
9303,RobertCaldwell@gmail.com,52,Bachelors,Divorced,Male,<=50k
9304,JeromeKeith@gmail.com,55,10th,Married-civ-spouse,Male,<=50k
9305,VictorMoreno@gmail.com,25,11th,Married-civ-spouse,Male,<=50k
9306,DamonGarcia@gmail.com,35,HS-grad,Never-married,Male,<=50k
9307,CharlesSperdute@gmail.com,51,Assoc-voc,Married-civ-spouse,Male,>50k
9308,RebeccaSpice@gmail.com,19,Some-college,Never-married,Female,<=50k
9309,DianeBurchett@gmail.com,59,11th,Widowed,Female,<=50k
9310,MichelleWingfield@gmail.com,19,Some-college,Never-married,Female,<=50k
9311,EloiseLouis@gmail.com,46,Masters,Never-married,Female,<=50k
9313,RichardHolstine@gmail.com,46,Prof-school,Married-civ-spouse,Male,>50k
9314,MichaelSteitz@gmail.com,26,Some-college,Never-married,Male,<=50k
9315,ChandraRay@gmail.com,55,HS-grad,Married-spouse-absent,Female,<=50k
9316,BettyOwens@gmail.com,28,HS-grad,Never-married,Female,<=50k
9317,BobbySpangler@gmail.com,61,Assoc-acdm,Married-civ-spouse,Male,>50k
9318,RalphFernandez@gmail.com,35,Assoc-acdm,Married-civ-spouse,Male,>50k
9320,TheodoreGuerra@gmail.com,52,Some-college,Married-civ-spouse,Male,<=50k
9321,VincentFiedler@gmail.com,21,Some-college,Never-married,Male,<=50k
9322,AlbertRichardson@gmail.com,33,Assoc-voc,Married-civ-spouse,Male,<=50k
9323,JohnHeflin@gmail.com,38,Assoc-voc,Divorced,Male,<=50k
9324,AgnesDelaurentis@gmail.com,44,HS-grad,Divorced,Female,<=50k
9325,WilliamGurry@gmail.com,29,Bachelors,Never-married,Male,>50k
9326,ManuelRuth@gmail.com,39,HS-grad,Separated,Male,<=50k
9327,DaleTrujillo@gmail.com,32,HS-grad,Married-civ-spouse,Male,<=50k
9328,LilaHaskell@gmail.com,47,HS-grad,Divorced,Female,<=50k
9329,JayDziedzic@gmail.com,28,Assoc-acdm,Never-married,Male,<=50k
9330,MarkScott@gmail.com,59,Some-college,Married-civ-spouse,Male,>50k
9331,ThomasWheeler@gmail.com,38,Bachelors,Married-civ-spouse,Male,>50k
9332,OliviaBritton@gmail.com,23,Bachelors,Never-married,Female,<=50k
9333,GilbertMorano@gmail.com,44,Bachelors,Married-civ-spouse,Male,>50k
9335,JamesMorgan@gmail.com,65,Bachelors,Married-civ-spouse,Male,>50k
9336,DebraKing@gmail.com,19,Some-college,Never-married,Female,<=50k
9337,DavidLittman@gmail.com,58,11th,Married-civ-spouse,Male,<=50k
9338,LuisaCastillo@gmail.com,49,Masters,Divorced,Female,<=50k
9340,AnnaFarnes@gmail.com,44,HS-grad,Divorced,Female,<=50k
9341,ChadRoberts@gmail.com,33,Some-college,Married-civ-spouse,Male,>50k
9342,KarynNardone@gmail.com,38,HS-grad,Never-married,Female,<=50k
9343,JohnFletcher@gmail.com,37,HS-grad,Married-civ-spouse,Male,>50k
9344,WilliamAmick@gmail.com,30,HS-grad,Married-civ-spouse,Male,<=50k
9345,LouisCarter@gmail.com,28,Masters,Married-civ-spouse,Male,<=50k
9346,JonathanSims@gmail.com,27,Masters,Never-married,Male,<=50k
9347,MaryWalden@gmail.com,49,Bachelors,Married-civ-spouse,Female,>50k
9348,MichaelMohan@gmail.com,28,Bachelors,Never-married,Male,<=50k
9349,HerbertStraight@gmail.com,61,11th,Married-civ-spouse,Male,>50k
9350,MatthewDavis@gmail.com,41,Assoc-voc,Married-civ-spouse,Male,<=50k
9351,DavidBarrows@gmail.com,20,Some-college,Never-married,Male,<=50k
9352,GaryHunter@gmail.com,40,Prof-school,Married-civ-spouse,Male,>50k
9355,RobertBassett@gmail.com,62,HS-grad,Married-civ-spouse,Male,<=50k
9356,LawrenceKelley@gmail.com,31,1st-4th,Married-civ-spouse,Male,<=50k
9358,SuzanneCahill@gmail.com,68,HS-grad,Widowed,Female,<=50k
9359,HelenZodrow@gmail.com,18,HS-grad,Never-married,Female,<=50k
9360,JayLindsay@gmail.com,30,Bachelors,Married-civ-spouse,Male,<=50k
9362,MartinTesch@gmail.com,38,HS-grad,Married-civ-spouse,Male,<=50k
9363,ThomasTurner@gmail.com,19,HS-grad,Never-married,Male,<=50k
9364,MartaKight@gmail.com,22,Some-college,Never-married,Female,<=50k
9365,LavernePaulk@gmail.com,46,HS-grad,Married-civ-spouse,Male,<=50k
9366,DennisPerry@gmail.com,57,5th-6th,Married-civ-spouse,Male,<=50k
9368,DanielRosson@gmail.com,18,HS-grad,Married-civ-spouse,Male,<=50k
9369,RosaHaney@gmail.com,67,HS-grad,Never-married,Female,<=50k
9370,MaxineVaccaro@gmail.com,28,Some-college,Never-married,Female,<=50k
9371,ColleenThomas@gmail.com,30,Bachelors,Married-civ-spouse,Female,>50k
9372,KeithTaylor@gmail.com,20,HS-grad,Never-married,Male,<=50k
9373,JesseLeri@gmail.com,32,Some-college,Never-married,Female,<=50k
9374,StephenPatterson@gmail.com,35,Some-college,Married-civ-spouse,Male,<=50k
9375,ScottEverhart@gmail.com,38,HS-grad,Married-civ-spouse,Male,>50k
9376,SusanHawkins@gmail.com,23,Assoc-voc,Never-married,Female,<=50k
9377,JohnSeville@gmail.com,64,Some-college,Married-civ-spouse,Male,<=50k
9378,CharlesJohnson@gmail.com,33,Bachelors,Never-married,Male,>50k
9379,LoriMiles@gmail.com,24,Some-college,Never-married,Female,<=50k
9383,BeatriceKarp@gmail.com,51,Bachelors,Married-civ-spouse,Female,<=50k
9384,TaraWoodson@gmail.com,27,HS-grad,Separated,Female,<=50k
9385,AmosOwens@gmail.com,48,Masters,Married-civ-spouse,Male,>50k
9386,PaulBaisley@gmail.com,27,Some-college,Married-civ-spouse,Male,<=50k
9387,LatoyaBettis@gmail.com,24,Bachelors,Never-married,Female,<=50k
9388,JamesMeadows@gmail.com,31,HS-grad,Never-married,Male,<=50k
9389,IreneHazelton@gmail.com,42,Some-college,Divorced,Female,<=50k
9390,KeithLentini@gmail.com,51,HS-grad,Married-civ-spouse,Male,<=50k
9391,JaimeGilmore@gmail.com,41,Some-college,Married-civ-spouse,Male,>50k
9392,RichardGreen@gmail.com,26,Bachelors,Never-married,Male,<=50k
9393,SherryNabzdyk@gmail.com,69,7th-8th,Divorced,Female,<=50k
9394,BruceThompson@gmail.com,63,7th-8th,Married-civ-spouse,Male,>50k
9395,DavidJones@gmail.com,35,Some-college,Married-civ-spouse,Male,>50k
9396,MarkReynolds@gmail.com,35,Bachelors,Married-civ-spouse,Male,<=50k
9397,DavidFox@gmail.com,62,HS-grad,Married-civ-spouse,Male,<=50k
9398,DaisyMcdonald@gmail.com,26,HS-grad,Divorced,Female,<=50k
9399,CecilJarrette@gmail.com,63,HS-grad,Married-civ-spouse,Male,>50k
9400,PaulLloyd@gmail.com,23,12th,Never-married,Male,<=50k
9401,BrianneHillebrand@gmail.com,43,HS-grad,Never-married,Female,<=50k
9402,ClarenceWagner@gmail.com,44,Some-college,Married-civ-spouse,Male,>50k
9403,SpencerHancock@gmail.com,56,HS-grad,Married-civ-spouse,Male,>50k
9404,JordanPlace@gmail.com,54,Masters,Married-civ-spouse,Male,>50k
9405,JeffreySosa@gmail.com,32,Bachelors,Never-married,Male,<=50k
9406,ArthurHeredia@gmail.com,42,HS-grad,Married-civ-spouse,Male,>50k
9407,NicholasWilson@gmail.com,37,HS-grad,Married-civ-spouse,Male,>50k
9408,IsaacCompos@gmail.com,24,HS-grad,Never-married,Male,<=50k
9409,GarrettKeene@gmail.com,42,HS-grad,Married-civ-spouse,Male,<=50k
9410,LindaMyles@gmail.com,21,HS-grad,Never-married,Female,<=50k
9411,SaraRussell@gmail.com,30,Some-college,Never-married,Female,<=50k
9412,ArturoPierre@gmail.com,43,Some-college,Married-civ-spouse,Male,>50k
9413,AnnElston@gmail.com,19,Some-college,Never-married,Female,<=50k
9415,JohnWilliams@gmail.com,26,HS-grad,Never-married,Male,<=50k
9416,MariaJones@gmail.com,38,Bachelors,Never-married,Female,<=50k
9418,JohnShulte@gmail.com,54,Bachelors,Married-civ-spouse,Male,>50k
9419,BryanRipper@gmail.com,20,HS-grad,Married-civ-spouse,Male,<=50k
9420,PaulineBernardo@gmail.com,22,Some-college,Never-married,Female,<=50k
9421,StephenMcdill@gmail.com,40,HS-grad,Married-civ-spouse,Male,>50k
9422,ChristianTodd@gmail.com,23,Some-college,Never-married,Female,<=50k
9423,WilliamMartin@gmail.com,22,Some-college,Never-married,Male,<=50k
9424,GlendaGwyn@gmail.com,18,9th,Never-married,Female,<=50k
9425,IrvingSeiler@gmail.com,24,Masters,Never-married,Male,<=50k
9426,FelixBaldwin@gmail.com,30,Bachelors,Never-married,Male,<=50k
9427,MargaritoJansen@gmail.com,38,Bachelors,Never-married,Male,>50k
9428,DavidAmigon@gmail.com,27,HS-grad,Never-married,Male,<=50k
9429,DorothyCastro@gmail.com,21,Some-college,Never-married,Female,<=50k
9430,JerryGraham@gmail.com,43,Bachelors,Married-civ-spouse,Male,>50k
9431,MarvinBrogdon@gmail.com,26,HS-grad,Never-married,Male,<=50k
9432,LenoraFiles@gmail.com,38,10th,Divorced,Female,<=50k
9433,PaulSullivan@gmail.com,58,HS-grad,Married-civ-spouse,Male,<=50k
9434,ClaraMinter@gmail.com,17,11th,Never-married,Female,<=50k
9436,DavidMoore@gmail.com,36,Bachelors,Married-civ-spouse,Male,>50k
9438,CharlesStone@gmail.com,21,Some-college,Never-married,Male,<=50k
9439,ManuelFry@gmail.com,51,Assoc-voc,Divorced,Male,>50k
9440,AndrewGraham@gmail.com,51,5th-6th,Married-civ-spouse,Male,<=50k
9441,MichaelBarnett@gmail.com,43,Assoc-acdm,Married-civ-spouse,Male,<=50k
9442,AlexanderTorres@gmail.com,47,HS-grad,Married-civ-spouse,Male,>50k
9443,TimothyJohnson@gmail.com,68,Masters,Married-civ-spouse,Male,<=50k
9444,LorenzoConaway@gmail.com,18,11th,Never-married,Male,<=50k
9445,ThomasWright@gmail.com,34,HS-grad,Married-civ-spouse,Male,>50k
9446,DavidGregg@gmail.com,49,HS-grad,Married-civ-spouse,Male,<=50k
9447,JamesMendoza@gmail.com,65,Bachelors,Married-civ-spouse,Male,<=50k
9448,DanielKirwan@gmail.com,19,HS-grad,Never-married,Male,<=50k
9449,BernicePickett@gmail.com,59,HS-grad,Widowed,Female,>50k
9450,JoseHawkins@gmail.com,29,Bachelors,Married-civ-spouse,Male,<=50k
9451,ChristopherThacker@gmail.com,33,Assoc-acdm,Married-civ-spouse,Male,>50k
9452,AmyNorman@gmail.com,39,Assoc-voc,Widowed,Female,>50k
9453,MichaelHa@gmail.com,64,Some-college,Married-civ-spouse,Male,<=50k
9454,JeffreyAbbey@gmail.com,48,HS-grad,Divorced,Male,<=50k
9455,PeterReidinger@gmail.com,37,Some-college,Married-civ-spouse,Male,<=50k
9456,KathrynMccullum@gmail.com,26,HS-grad,Married-spouse-absent,Female,<=50k
9457,CynthiaHamilton@gmail.com,31,Some-college,Married-civ-spouse,Female,<=50k
9458,VictoriaRosemond@gmail.com,30,Assoc-voc,Separated,Female,<=50k
9459,ThomasBrown@gmail.com,54,Bachelors,Married-civ-spouse,Male,>50k
9460,CharlesKolesar@gmail.com,62,HS-grad,Never-married,Male,<=50k
9461,WilliamPennick@gmail.com,59,HS-grad,Married-civ-spouse,Male,>50k
9462,KennethBrewer@gmail.com,44,Some-college,Married-civ-spouse,Male,<=50k
9463,BeverlyNilsson@gmail.com,40,Masters,Never-married,Female,<=50k
9464,WilliamEdwards@gmail.com,32,Bachelors,Married-civ-spouse,Male,>50k
9465,NicholasJantzen@gmail.com,28,HS-grad,Never-married,Male,<=50k
9466,ChristopherStokes@gmail.com,31,Some-college,Separated,Male,<=50k
9467,DonaldLicata@gmail.com,38,HS-grad,Married-civ-spouse,Male,>50k
9468,DennisJohnson@gmail.com,39,HS-grad,Married-civ-spouse,Male,>50k
9469,MelvinCobb@gmail.com,47,Some-college,Married-civ-spouse,Male,<=50k
9470,JosueBurnside@gmail.com,43,Bachelors,Married-civ-spouse,Male,>50k
9471,JenniferRobinson@gmail.com,27,Bachelors,Never-married,Female,<=50k
9472,AlexJaramillo@gmail.com,46,5th-6th,Married-civ-spouse,Male,<=50k
9473,RichardCampbell@gmail.com,56,HS-grad,Divorced,Male,>50k
9474,DianaMullins@gmail.com,34,Assoc-voc,Married-civ-spouse,Female,>50k
9475,LindaRahaman@gmail.com,27,Assoc-acdm,Divorced,Female,<=50k
9476,JulieNine@gmail.com,19,HS-grad,Never-married,Female,<=50k
9477,MichaelJohnson@gmail.com,58,Assoc-acdm,Married-civ-spouse,Male,>50k
9478,MartinaWebster@gmail.com,20,Some-college,Never-married,Female,<=50k
9479,ElizabethLewis@gmail.com,23,Some-college,Never-married,Female,<=50k
9480,KristySchroeder@gmail.com,31,HS-grad,Never-married,Female,<=50k
9481,BonitaMichael@gmail.com,48,HS-grad,Divorced,Female,<=50k
9482,BrianHahn@gmail.com,28,Bachelors,Married-civ-spouse,Male,>50k
9483,MitchellSmith@gmail.com,34,Bachelors,Married-civ-spouse,Male,>50k
9484,DennisTaylor@gmail.com,38,9th,Married-civ-spouse,Male,>50k
9485,ChristopherJack@gmail.com,25,HS-grad,Never-married,Male,<=50k
9486,JonathanWilliams@gmail.com,23,Bachelors,Never-married,Male,<=50k
9487,DavidLewis@gmail.com,48,Bachelors,Divorced,Male,>50k
9488,JohnWilliams@gmail.com,37,HS-grad,Married-civ-spouse,Male,>50k
9489,RandyGalarza@gmail.com,36,Some-college,Divorced,Male,<=50k
9490,WilliamFoss@gmail.com,39,HS-grad,Married-civ-spouse,Male,<=50k
9491,DaveFortier@gmail.com,70,10th,Widowed,Male,<=50k
9492,AlishaBrandt@gmail.com,32,HS-grad,Divorced,Female,<=50k
9495,PeterBorum@gmail.com,42,HS-grad,Never-married,Male,<=50k
9497,DeloresAllison@gmail.com,23,Bachelors,Never-married,Female,<=50k
9498,JamesGranata@gmail.com,40,HS-grad,Married-spouse-absent,Male,<=50k
9499,ThomasLewis@gmail.com,33,Assoc-acdm,Married-civ-spouse,Male,<=50k
9500,JamesSmalley@gmail.com,29,Assoc-acdm,Never-married,Male,<=50k
9502,RayMendoza@gmail.com,23,HS-grad,Never-married,Male,<=50k
9503,EmmaGrenier@gmail.com,37,Some-college,Never-married,Female,<=50k
9504,LeslieSeggerman@gmail.com,56,HS-grad,Married-civ-spouse,Female,>50k
9505,JoeStock@gmail.com,64,Some-college,Married-civ-spouse,Male,>50k
9506,IvaFeinberg@gmail.com,31,Some-college,Divorced,Female,<=50k
9507,ColleenLawrence@gmail.com,38,Some-college,Never-married,Female,<=50k
9508,DaveDunham@gmail.com,52,7th-8th,Married-civ-spouse,Male,<=50k
9509,JamesHaines@gmail.com,23,Bachelors,Never-married,Male,<=50k
9510,RandallHollingsworth@gmail.com,31,Bachelors,Married-civ-spouse,Male,>50k
9511,VeronicaHutcheson@gmail.com,35,Some-college,Never-married,Female,<=50k
9512,FredCarroll@gmail.com,66,5th-6th,Married-civ-spouse,Male,<=50k
9513,KevinHairston@gmail.com,36,Some-college,Married-civ-spouse,Male,<=50k
9514,AaronKumm@gmail.com,26,HS-grad,Never-married,Male,<=50k
9515,JohnRobicheaux@gmail.com,45,HS-grad,Married-civ-spouse,Male,<=50k
9517,AngelaVargas@gmail.com,27,1st-4th,Married-spouse-absent,Female,<=50k
9518,AllisonLail@gmail.com,41,Bachelors,Divorced,Female,<=50k
9519,JamesCarlson@gmail.com,52,Some-college,Married-civ-spouse,Male,>50k
9520,AvaJones@gmail.com,48,Bachelors,Married-civ-spouse,Female,>50k
9521,DelbertHarder@gmail.com,33,Bachelors,Married-civ-spouse,Male,>50k
9522,SamuelFujimoto@gmail.com,22,Bachelors,Never-married,Male,<=50k
9523,TrumanPasquale@gmail.com,59,12th,Married-civ-spouse,Male,>50k
9525,RichardCullen@gmail.com,52,Masters,Married-civ-spouse,Male,>50k
9526,NellieNeal@gmail.com,18,HS-grad,Never-married,Female,<=50k
9527,ThomasSwan@gmail.com,40,12th,Divorced,Male,<=50k
9528,ChristinaLisowski@gmail.com,54,HS-grad,Never-married,Female,<=50k
9529,VirginiaHajduk@gmail.com,17,11th,Never-married,Female,<=50k
9530,DonaldRodriguez@gmail.com,23,HS-grad,Never-married,Male,<=50k
9531,JoannRudder@gmail.com,53,Assoc-voc,Never-married,Female,<=50k
9532,GaryKreitzer@gmail.com,27,10th,Never-married,Male,<=50k
9533,DonaldAragon@gmail.com,27,Masters,Married-civ-spouse,Male,<=50k
